Hash(vConsole),Name
0xAC3CEB9C,IS_PED_DOING_DRIVEBY
0x3B321816,IS_PED_JACKING
0xD45D605C,IS_PED_BEING_JACKED
0x0A66CE30,IS_PED_BEING_STUNNED
0xDE1DBB59,GET_PEDS_JACKER
0x1D196361,GET_JACK_TARGET
0x85D813C6,IS_PED_FLEEING
0x972C5A8B,IS_PED_IN_COVER
0xB89DBB80,IS_PED_IN_COVER_FACING_LEFT
0xA3589628,IS_PED_GOING_INTO_COVER
0xCC78999D,SET_PED_PINNED_DOWN
0xACF162E0,GET_SEAT_PED_IS_TRYING_TO_ENTER
0x99968B37,GET_VEHICLE_PED_IS_TRYING_TO_ENTER
0x84ADF9EB,GET_PED_SOURCE_OF_DEATH
0x63458C27,GET_PED_CAUSE_OF_DEATH
0xFB18CB19,_IS_ENEMY_IN_RANGE
0x423B7BA2,SET_PED_RELATIONSHIP_GROUP_DEFAULT_HASH
0x79F8C18C,SET_PED_RELATIONSHIP_GROUP_HASH
0xD4A215BA,SET_RELATIONSHIP_BETWEEN_GROUPS
0x994B8C2D,CLEAR_RELATIONSHIP_BETWEEN_GROUPS
0x8B635546,ADD_RELATIONSHIP_GROUP
0x4A1DC59A,REMOVE_RELATIONSHIP_GROUP
0xE254C39C,GET_RELATIONSHIP_BETWEEN_PEDS
0x714BD6E4,GET_PED_RELATIONSHIP_GROUP_DEFAULT_HASH
0x354F283C,GET_PED_RELATIONSHIP_GROUP_HASH
0x4E372FE2,GET_RELATIONSHIP_BETWEEN_GROUPS
0x7FDDC0A6,SET_PED_CAN_BE_TARGETED_WITHOUT_LOS
0xD78AC46C,SET_PED_TO_INFORM_RESPECTED_FRIENDS
0x7A877554,IS_PED_RESPONDING_TO_EVENT
0xB4629D66,SET_PED_FIRING_PATTERN
0xFB301746,SET_PED_SHOOT_RATE
0xD8B7637C,SET_COMBAT_FLOAT
0x511D7EF8,GET_COMBAT_FLOAT
0xF7E1A691,GET_GROUP_SIZE
0x935C978D,DOES_GROUP_EXIST
0x134E0785,GET_PED_GROUP_INDEX
0x836D9795,IS_PED_IN_GROUP
0xDE7442EE,GET_PLAYER_PED_IS_FOLLOWING
0x08FAC739,SET_GROUP_FORMATION
0xB1E086FF,SET_GROUP_FORMATION_SPACING
0x267FCEAD,RESET_GROUP_FORMATION_DEFAULT_SPACING
0x6DE3AADA,GET_VEHICLE_PED_IS_USING
0x56E0C163,SET_EXCLUSIVE_PHONE_RELATIONSHIPS
0x3CA16652,SET_PED_GRAVITY
0x4DC27FCF,APPLY_DAMAGE_TO_PED
0xC4D122F8,SET_PED_ALLOWED_TO_DUCK
0x0E038813,SET_PED_NEVER_LEAVES_GROUP
0xB1460D43,GET_PED_TYPE
0x84E7DE9F,SET_PED_AS_COP
0x5533F60B,SET_PED_MAX_HEALTH
0xA45B6C8D,GET_PED_MAX_HEALTH
0xFE0A106B,SET_PED_MAX_TIME_IN_WATER
0x082EF240,SET_PED_MAX_TIME_UNDERWATER
0x8A251612,SET_PED_CAN_BE_KNOCKED_OFF_VEHICLE
0xC9D098B3,CAN_KNOCK_PED_OFF_VEHICLE
0xACDD0674,KNOCK_PED_OFF_VEHICLE
0x9561AD98,SET_PED_COORDS_NO_GANG
0x9AA3CC8C,GET_PED_AS_GROUP_MEMBER
0xA7EC79CE,SET_PED_KEEP_TASK
0x7AB43DB8,IS_PED_SWIMMING
0x0E8D524F,IS_PED_SWIMMING_UNDER_WATER
0xD66AE1D3,SET_PED_COORDS_KEEP_VEHICLE
0x6FE1E440,SET_PED_DIES_IN_VEHICLE
0x23441648,SET_CREATE_RANDOM_COPS
0x82E548CC,SET_CREATE_RANDOM_COPS_NOT_ON_SCENARIOS
0xEDC31475,SET_CREATE_RANDOM_COPS_ON_SCENARIOS
0xAA73DAD9,CAN_CREATE_RANDOM_COPS
0xAE620A1B,SET_PED_AS_ENEMY
0x149C60A8,SET_PED_CAN_SMASH_GLASS
0x759EF63A,IS_PED_IN_ANY_TRAIN
0x90E805AC,IS_PED_GETTING_INTO_A_VEHICLE
0x46828B4E,IS_PED_TRYING_TO_ENTER_A_LOCKED_VEHICLE
0xAC9BBA23,SET_ENABLE_HANDCUFFS
0x9208D689,SET_ENABLE_BOUND_ANKLES
0x7BF61471,SET_ENABLE_SCUBA
0x47C60963,SET_CAN_ATTACK_FRIENDLY
0xF83E4DAF,GET_PED_ALERTNESS
0x2C32D9AE,SET_PED_ALERTNESS
0x89AD49FF,SET_PED_GET_OUT_UPSIDE_DOWN_VEHICLE
0xA817CDEB,SET_PED_MOVEMENT_CLIPSET
0xB83CEE93,RESET_PED_MOVEMENT_CLIPSET
0x0BACF010,SET_PED_STRAFE_CLIPSET
0xF1967A12,RESET_PED_STRAFE_CLIPSET
0xF8BE54DC,SET_PED_WEAPON_MOVEMENT_CLIPSET
0xC60C9ACD,RESET_PED_WEAPON_MOVEMENT_CLIPSET
0xD4C73595,SET_PED_DRIVE_BY_CLIPSET_OVERRIDE
0xAEC9163B,CLEAR_PED_DRIVE_BY_CLIPSET_OVERRIDE
0x27F25C0E,SET_PED_IN_VEHICLE_CONTEXT
0x3C94D88A,RESET_PED_IN_VEHICLE_CONTEXT
0x3C30B447,IS_SCRIPTED_SCENARIO_PED_USING_CONDITIONAL_ANIM
0x895E1D67,SET_PED_ALTERNATE_WALK_ANIM
0x5736FB23,CLEAR_PED_ALTERNATE_WALK_ANIM
0xBA84FD8C,SET_PED_ALTERNATE_MOVEMENT_ANIM
0x7A7F5BC3,CLEAR_PED_ALTERNATE_MOVEMENT_ANIM
0x170DA109,SET_PED_GESTURE_GROUP
0xC59D4268,GET_ANIM_INITIAL_OFFSET_POSITION
0x5F7789E6,GET_ANIM_INITIAL_OFFSET_ROTATION
0x29850FE2,GET_PED_DRAWABLE_VARIATION
0x9754C27D,GET_NUMBER_OF_PED_DRAWABLE_VARIATIONS
0xC0A8590A,GET_PED_TEXTURE_VARIATION
0x83D9FBE7,GET_NUMBER_OF_PED_TEXTURE_VARIATIONS
0xC9780B95,GET_NUMBER_OF_PED_PROP_DRAWABLE_VARIATIONS
0x4892B882,GET_NUMBER_OF_PED_PROP_TEXTURE_VARIATIONS
0xEF1BC082,GET_PED_PALETTE_VARIATION
0x952ABD9A,IS_PED_COMPONENT_VARIATION_VALID
0xD4F7B05C,SET_PED_COMPONENT_VARIATION
0x4111BA46,SET_PED_RANDOM_COMPONENT_VARIATION
0xE3318E0E,SET_PED_RANDOM_PROPS
0xC866A984,SET_PED_DEFAULT_COMPONENT_VARIATION
0x837BD370,SET_PED_BLEND_FROM_PARENTS
0x60746B88,SET_PED_HEAD_BLEND_DATA
0x44E1680C,GET_PED_HEAD_BLEND_DATA
0x5CB76219,UPDATE_PED_HEAD_BLEND_DATA
0xD28DBA90,SET_PED_HEAD_OVERLAY
0xFF43C18D,_GET_NUM_HEAD_OVERLAY_VALUES
0x2B1BD9C5,HAS_PED_HEAD_BLEND_FINISHED
0x211DEFEC,_GET_FIRST_PARENT_ID_FOR_PED_TYPE
0x095D3BD8,_GET_NUM_PARENT_PEDS_OF_TYPE
0xC6517D52,_ARE_COMPONENTS_LOADED
0xC0E23671,_IS_PED_PROP_VALID
0x3B0CA391,_IS_PED_GETTING_ON_BIKE
0x746DDAC0,GET_PED_PROP_INDEX
0x0829F2E2,SET_PED_PROP_INDEX
0x08D8B180,KNOCK_OFF_PED_PROP
0x2D23D743,CLEAR_PED_PROP
0x81DF8B43,CLEAR_ALL_PED_PROPS
0x922A6653,GET_PED_PROP_TEXTURE_INDEX
0xDFE34E4A,SET_BLOCKING_OF_NON_TEMPORARY_EVENTS
0xCFA20D68,SET_PED_BOUNDS_ORIENTATION
0x50A95442,REGISTER_TARGET
0x7F87559E,REGISTER_HATED_TARGETS_AROUND_PED
0xDC8239EB,GET_RANDOM_PED_AT_COORD
0x8F6C1F55,GET_CLOSEST_PED
0x85615FD0,SET_SCENARIO_PEDS_TO_BE_RETURNED_BY_NEXT_COMMAND
0x6D55B3B3,SET_DRIVER_RACING_MODIFIER
0xAAD4012C,SET_DRIVER_ABILITY
0x8B02A8FB,SET_DRIVER_AGGRESSIVENESS
0xC0EFB7A3,CAN_PED_RAGDOLL
0x83CB5052,SET_PED_TO_RAGDOLL
0xFA12E286,SET_PED_TO_RAGDOLL_WITH_FALL
0x2654A0F4,SET_PED_RAGDOLL_ON_COLLISION
0xC833BBE1,IS_PED_RAGDOLL
0x44A153F2,IS_PED_RUNNING_RAGDOLL_TASK
0x20A5BDE0,SET_PED_RAGDOLL_FORCE_FALL
0xF2865370,RESET_PED_RAGDOLL_TIMER
0xCF1384C4,SET_PED_CAN_RAGDOLL
0xFB2AFED1,IS_PED_RUNNING_MOBILE_PHONE_TASK
0x9C8F830D,_SET_PED_RAGDOLL_BLOCKING_FLAGS
0x77CBA290,_RESET_PED_RAGDOLL_BLOCKING_FLAGS
0x3EFBDD9B,SET_PED_ANGLED_DEFENSIVE_AREA
0xBD96D8E8,SET_PED_SPHERE_DEFENSIVE_AREA
0x40638BDC,SET_PED_DEFENSIVE_SPHERE_ATTACHED_TO_PED
0x74BDA7CE,SET_PED_DEFENSIVE_AREA_ATTACHED_TO_PED
0xB66B0C9A,SET_PED_DEFENSIVE_AREA_DIRECTION
0x34AAAFA5,REMOVE_PED_DEFENSIVE_AREA
0xCB65198D,GET_PED_DEFENSIVE_AREA_POSITION
0xF3B7EFBF,SET_PED_PREFERRED_COVER_SET
0xA0134498,REMOVE_PED_PREFERRED_COVER_SET
0x14D3E6E3,REVIVE_INJURED_PED
0xA4B82097,RESURRECT_PED
0x20D6273E,SET_PED_NAME_DEBUG
0x5231F901,GET_PED_EXTRACTED_DISPLACEMENT
0xE94E24D4,SET_PED_DIES_WHEN_INJURED
0x4CAD1A4A,SET_PED_ENABLE_WEAPON_BLOCKING
0xC4BC4841,RESET_PED_VISIBLE_DAMAGE
0x1E54DB12,APPLY_PED_BLOOD_DAMAGE_BY_ZONE
0x376CE3C0,APPLY_PED_BLOOD
0x8F3F3A9C,APPLY_PED_BLOOD_BY_ZONE
0xFC13CE80,APPLY_PED_BLOOD_SPECIFIC
0x8A13A41F,APPLY_PED_DAMAGE_DECAL
0x208D0CB8,APPLY_PED_DAMAGE_PACK
0xF7ADC960,CLEAR_PED_BLOOD_DAMAGE
0xF210BE69,CLEAR_PED_BLOOD_DAMAGE_BY_ZONE
0x0CB6C4ED,HIDE_PED_BLOOD_DAMAGE_BY_ZONE
0x70AA5B7D,CLEAR_PED_DAMAGE_DECAL_BY_ZONE
0x47187F7F,GET_PED_DECORATIONS_STATE
0x629F15BD,CLEAR_PED_WETNESS
0x7B33289A,SET_PED_WETNESS_HEIGHT
0xBDE749F7,SET_PED_WETNESS_ENABLED_THIS_FRAME
0xA993915F,_CLEAR_PED_SOMETHING
0x76A1DB9F,SET_PED_SWEAT
0x70559AC7,_SET_PED_DECORATION
0x3543019E,_GET_TATTOO_ZONE
0xD4496BF3,CLEAR_PED_DECORATIONS
0xEFD58EB9,_CLEAR_PED_FACIAL_DECORATIONS
0xF7E2FBAD,WAS_PED_SKELETON_UPDATED
0x4579CAB1,GET_PED_BONE_COORDS
0x1CFBFD4B,CREATE_NM_MESSAGE
0x737C3689,GIVE_PED_NM_MESSAGE
0xA38C0234,ADD_SCENARIO_BLOCKING_AREA
0x4DDF845F,REMOVE_SCENARIO_BLOCKING_AREAS
0x4483EF06,REMOVE_SCENARIO_BLOCKING_AREA
0x80EAD297,SET_SCENARIO_PEDS_SPAWN_IN_SPHERE_AREA
0x0F65B0D4,IS_PED_USING_SCENARIO
0x195EF5B7,IS_PED_USING_ANY_SCENARIO
0x1F6CCDDE,PLAY_FACIAL_ANIM
0x9BA19C13,SET_FACIAL_IDLE_ANIM_OVERRIDE
0x5244F4E2,CLEAR_FACIAL_IDLE_ANIM_OVERRIDE
0xE131E3B3,SET_PED_CAN_PLAY_GESTURE_ANIMS
0xA2FDAF27,SET_PED_CAN_PLAY_VISEME_ANIMS
0xADB2511A,_SET_PED_CAN_PLAY_INJURED_ANIMS
0xF8053081,SET_PED_CAN_PLAY_AMBIENT_ANIMS
0x5720A5DD,SET_PED_CAN_PLAY_AMBIENT_BASE_ANIMS
0x343B4DE0,SET_PED_CAN_ARM_IK
0xD3B04476,SET_PED_CAN_HEAD_IK
0x9955BC6F,SET_PED_CAN_LEG_IK
0x8E5D4EAB,SET_PED_CAN_TORSO_IK
0x584C5178,SET_PED_CAN_USE_AUTO_CONVERSATION_LOOKAT
0x2A5DF721,IS_PED_HEADTRACKING_PED
0x233C9ACF,IS_PED_HEADTRACKING_ENTITY
0x6DEF6F1C,SET_PED_PRIMARY_LOOKAT
0x89EEE07B,SET_PED_CLOTH_PRONE
0x9CFBE10D,SET_PED_CONFIG_FLAG
0xCFF6FF66,SET_PED_RESET_FLAG
0xABE98267,GET_PED_CONFIG_FLAG
0x2FC10D11,GET_PED_RESET_FLAG
0x2AB3670B,SET_PED_GROUP_MEMBER_PASSENGER_INDEX
0x542FEB4D,SET_PED_CAN_EVASIVE_DIVE
0xD82829DC,IS_PED_EVASIVE_DIVING
0xFD64EAE5,SET_PED_SHOOTS_AT_COORD
0x7820CA43,SET_PED_MODEL_IS_SUPPRESSED
0x5AD7DC55,STOP_ANY_PED_MODEL_BEING_SUPPRESSED
0x6FD9A7CD,SET_PED_CAN_BE_TARGETED_WHEN_INJURED
0xE9B97A2B,SET_PED_GENERATES_DEAD_BODY_EVENTS
0xE9BD733A,SET_PED_CAN_RAGDOLL_FROM_PLAYER_IMPACT
0x1862A461,GIVE_PED_HELMET
0x2086B1F0,REMOVE_PED_HELMET
0xED366E53,SET_PED_HELMET
0x12677780,SET_PED_HELMET_FLAG
0xA316D13F,SET_PED_HELMET_PROP_INDEX
0x5F6C3328,SET_PED_HELMET_TEXTURE_INDEX
0x0D680D49,IS_PED_WEARING_HELMET
0xCF94BA97,SET_PED_TO_LOAD_COVER
0x5194658B,SET_PED_CAN_COWER_IN_COVER
0xC1DAE216,SET_PED_CAN_PEEK_IN_COVER
0x7C563CD2,SET_PED_PLAYS_HEAD_ON_HORN_ANIM_WHEN_DIES_IN_VEHICLE
0xFDDB042E,SET_PED_LEG_IK_MODE
0xA211A128,SET_PED_MOTION_BLUR
0xB5F8BA28,SET_PED_CAN_SWITCH_WEAPON
0xFE2554FC,SET_PED_DIES_INSTANTLY_IN_WATER
0x4AC3421E,STOP_PED_WEAPON_FIRING_WHEN_DROPPED
0x7CEFFA45,SET_SCRIPTED_ANIM_SEAT_OFFSET
0x12E62F9E,SET_PED_COMBAT_MOVEMENT
0xF3E7730E,GET_PED_COMBAT_MOVEMENT
0x6C23D329,SET_PED_COMBAT_ABILITY
0x8818A959,SET_PED_COMBAT_RANGE
0x9B9B7163,GET_PED_COMBAT_RANGE
0x81D64248,SET_PED_COMBAT_ATTRIBUTES
0xCFA613FF,SET_PED_TARGET_LOSS_RESPONSE
0x9ADD7B21,IS_PED_PERFORMING_STEALTH_KILL
0xD044C8AF,IS_PED_BEING_STEALTH_KILLED
0xAFEC26A4,GET_MELEE_TARGET_FOR_PED
0x2EA4B54E,WAS_PED_KILLED_BY_STEALTH
0xBDD3CE69,WAS_PED_KILLED_BY_TAKEDOWN
0xA717A875,SET_PED_FLEE_ATTRIBUTES
0x16F30DF4,SET_PED_COWER_HASH
0x797CAE4F,SET_PED_STEERS_AROUND_PEDS
0x3BD9B0A6,SET_PED_STEERS_AROUND_OBJECTS
0x533C0651,SET_PED_STEERS_AROUND_VEHICLES
0xFBD9B050,IS_ANY_PED_NEAR_POINT
0x187B9070,_SET_PED_FAST_ANIMATIONS
0x840D24D3,_TRACK_PED_VISIBILITY
0x31C31DAA,GET_PED_FLOOD_INVINCIBILITY
0x33248CC1,IS_TRACKED_PED_VISIBLE
0x7EB613D9,IS_PED_TRACKED
0xECD73DB0,HAS_PED_RECEIVED_EVENT
0x74A0F291,_CAN_PED_SEE_PED
0x259C6BA2,GET_PED_BONE_INDEX
0x849F0716,GET_PED_RAGDOLL_BONE_INDEX
0xFC1CFC27,SET_PED_ENVEFF_SCALE
0xA3421E39,GET_PED_ENVEFF_SCALE
0xC70F4A84,SET_ENABLE_PED_ENVEFF_SCALE
0xFFDDF8FA,CREATE_SYNCHRONIZED_SCENE
0xF3876894,_CREATE_SYNCHRONIZED_SCENE_2
0x57A282F1,IS_SYNCHRONIZED_SCENE_RUNNING
0x2EC2A0B2,SET_SYNCHRONIZED_SCENE_ORIGIN
0xF5AB0D98,SET_SYNCHRONIZED_SCENE_PHASE
0xB0B2C852,GET_SYNCHRONIZED_SCENE_PHASE
0xF10112FD,SET_SYNCHRONIZED_SCENE_RATE
0x89365F0D,GET_SYNCHRONIZED_SCENE_RATE
0x32ED9F82,SET_SYNCHRONIZED_SCENE_LOOPED
0x47D87A84,IS_SYNCHRONIZED_SCENE_LOOPED
0x2DE48DA1,_SET_SYNCHRONIZED_SCENE_OCCLUSION_PORTAL
0xE9BA6189,ATTACH_SYNCHRONIZED_SCENE_TO_ENTITY
0x52A1CAB2,DETACH_SYNCHRONIZED_SCENE
0xBF7F9035,_DISPOSE_SYNCHRONIZED_SCENE
0x164DDEFF,FORCE_PED_MOTION_STATE
0xEAD0269A,SET_PED_MAX_MOVE_BLEND_RATIO
0x383EC364,SET_PED_MIN_MOVE_BLEND_RATIO
0x900008C6,SET_PED_MOVE_RATE_OVERRIDE
0xCB716F68,GET_PED_NEARBY_VEHICLES
0x4D3325F4,GET_PED_NEARBY_PEDS
0x5AE7EDA2,IS_PED_USING_ACTION_MODE
0x8802F696,SET_PED_USING_ACTION_MODE
0xB153E1B9,SET_PED_CAPSULE
0xFFE2667B,REGISTER_PEDHEADSHOT
0x4DD03628,GET_QUADBIKE_DISPLAY_VARIATIONS
0x0879AE45,UNREGISTER_PEDHEADSHOT
0x0B1080C4,IS_PEDHEADSHOT_VALID
0x761CD02E,IS_PEDHEADSHOT_READY
0x76D28E96,GET_PEDHEADSHOT_TXD_STRING
0xEF9142DB,_SET_PED_HEATSCALE_OVERRIDE
0x6FE5218C,SET_IK_TARGET
0x572BA553,REQUEST_ACTION_MODE_ASSET
0xF7EB2BF1,HAS_ACTION_MODE_ASSET_LOADED
0x3F480F92,REMOVE_ACTION_MODE_ASSET
0x280A004A,REQUEST_STEALTH_MODE_ASSET
0x39245667,HAS_STEALTH_MODE_ASSET_LOADED
0x8C0B243A,REMOVE_STEALTH_MODE_ASSET
0x1D2B5C70,SET_PED_LOD_MULTIPLIER
0xDD75460A,CREATE_VEHICLE
0x9803AF60,DELETE_VEHICLE
0x8BAAC437,SET_VEHICLE_ALLOW_NO_PASSENGERS_LOCKON
0xFBDE9FD8,_GET_VEHICLE_WEAPON_TARGET_LOCK_STATUS
0x013B10B6,IS_VEHICLE_MODEL
0xF6BDDA30,DOES_SCRIPT_VEHICLE_GENERATOR_EXIST
0x25A9A261,CREATE_SCRIPT_VEHICLE_GENERATOR
0xE4328E3F,DELETE_SCRIPT_VEHICLE_GENERATOR
0x40D73747,SET_SCRIPT_VEHICLE_GENERATOR
0xB4E0E69A,SET_ALL_VEHICLE_GENERATORS_ACTIVE_IN_AREA
0xAB1FDD76,SET_ALL_VEHICLE_GENERATORS_ACTIVE
0x87F767F2,SET_ALL_LOW_PRIORITY_VEHICLE_GENERATORS_ACTIVE
0xE14FDBA6,SET_VEHICLE_ON_GROUND_PROPERLY
0xA0909ADB,SET_ALL_VEHICLES_SPAWN
0x18D07C6C,IS_VEHICLE_STUCK_ON_ROOF
0x3A13D384,ADD_VEHICLE_UPSIDEDOWN_CHECK
0xF390BA1B,REMOVE_VEHICLE_UPSIDEDOWN_CHECK
0x655F072C,IS_VEHICLE_STOPPED
0x1EF20849,GET_VEHICLE_NUMBER_OF_PASSENGERS
0x0A2FC08C,GET_VEHICLE_MAX_NUMBER_OF_PASSENGERS
0x838F7BF7,GET_VEHICLE_MODEL_NUMBER_OF_SEATS
0xF4187E51,SET_VEHICLE_DENSITY_MULTIPLIER_THIS_FRAME
0x543F712B,SET_RANDOM_VEHICLE_DENSITY_MULTIPLIER_THIS_FRAME
0xDD46CEBE,SET_PARKED_VEHICLE_DENSITY_MULTIPLIER_THIS_FRAME
0x09462665,SET_DISABLE_RANDOM_TRAINS_THIS_FRAME
0xDAE2A2BE,_SET_SOME_VEHICLE_DENSITY_MULTIPLIER_THIS_FRAME
0x9F019C49,SET_FAR_DRAW_VEHICLES
0x206A58E8,SET_NUMBER_OF_PARKED_VEHICLES
0x4CDD35D0,SET_VEHICLE_DOORS_LOCKED
0xD61D182D,SET_PED_TARGETTABLE_VEHICLE_DESTROY
0xC54156A9,DISABLE_VEHICLE_IMPACT_EXPLOSION_ACTIVATION
0x49829236,SET_VEHICLE_DOORS_LOCKED_FOR_PLAYER
0x1DC50247,GET_VEHICLE_DOORS_LOCKED_FOR_PLAYER
0x891BA8A4,SET_VEHICLE_DOORS_LOCKED_FOR_ALL_PLAYERS
0xE4EF6514,SET_VEHICLE_DOORS_LOCKED_FOR_NON_SCRIPT_PLAYERS
0x4F85E783,SET_VEHICLE_DOORS_LOCKED_FOR_TEAM
0xBEDEACEB,EXPLODE_VEHICLE
0x3764D734,SET_VEHICLE_OUT_OF_CONTROL
0xDB8CB8E2,SET_VEHICLE_TIMED_EXPLOSION
0x811373DE,ADD_VEHICLE_PHONE_EXPLOSIVE_DEVICE
0xA4E69134,HAS_VEHICLE_PHONE_EXPLOSIVE_DEVICE
0x65255524,DETONATE_VEHICLE_PHONE_EXPLOSIVE_DEVICE
0x68639D85,SET_TAXI_LIGHTS
0x6FC4924A,IS_TAXI_LIGHT_ON
0xA90EC257,IS_VEHICLE_IN_GARAGE_AREA
0x57F24253,SET_VEHICLE_COLOURS
0x9C49CC15,SET_VEHICLE_FULLBEAM
0xA59E3DCD,STEER_UNLOCK_BIAS
0x8DF9F9BC,SET_VEHICLE_CUSTOM_PRIMARY_COLOUR
0x1C2B9FEF,GET_VEHICLE_CUSTOM_PRIMARY_COLOUR
0x51E1E33D,CLEAR_VEHICLE_CUSTOM_PRIMARY_COLOUR
0xD7EC8760,GET_IS_VEHICLE_PRIMARY_COLOUR_CUSTOM
0x9D77259E,SET_VEHICLE_CUSTOM_SECONDARY_COLOUR
0x3FF247A2,GET_VEHICLE_CUSTOM_SECONDARY_COLOUR
0x7CE00B29,CLEAR_VEHICLE_CUSTOM_SECONDARY_COLOUR
0x288AD228,GET_IS_VEHICLE_SECONDARY_COLOUR_CUSTOM
0x8332730C,SET_VEHICLE_ENVEFF_SCALE
0xD5F1EEE1,GET_VEHICLE_ENVEFF_SCALE
0x37677590,SET_CAN_RESPRAY_VEHICLE
0x4A46E814,_JITTER_VEHICLE
0xA3906284,SET_BOAT_ANCHOR
0x4AC1EFC7,SET_VEHICLE_SIREN
0x25EB5873,IS_VEHICLE_SIREN_ON
0xC758D19F,SET_VEHICLE_STRONG
0x81594917,REMOVE_VEHICLE_STUCK_CHECK
0x40D82D88,GET_VEHICLE_COLOURS
0xDAF42B02,IS_VEHICLE_SEAT_FREE
0x388FDE9A,GET_PED_IN_VEHICLE_SEAT
0xF7C6792D,GET_LAST_PED_IN_VEHICLE_SEAT
0x7C278621,GET_VEHICLE_LIGHTS_STATE
0x48C80210,IS_VEHICLE_TYRE_BURST
0x69880D14,SET_VEHICLE_FORWARD_SPEED
0xCBC7D3C8,BRING_VEHICLE_TO_HALT
0x943A6CFC,_SET_VEHICLE_FORKLIFT_HEIGHT
0x7FB25568,SET_PED_ENABLED_BIKE_RINGTONE
0x70DD5E25,_GET_VEHICLE_ATTACHED_TO_ENTITY
0x89D28068,SET_VEHICLE_TYRE_BURST
0xBB1FF6E7,SET_VEHICLE_DOORS_SHUT
0xA198DB54,SET_VEHICLE_TYRES_CAN_BURST
0x4D76CD2F,GET_VEHICLE_TYRES_CAN_BURST
0x829ED654,SET_VEHICLE_WHEELS_CAN_BREAK
0xBB75D38B,SET_VEHICLE_DOOR_OPEN
0xBB8104A3,REMOVE_VEHICLE_WINDOW
0x51A16DC6,ROLL_DOWN_WINDOWS
0xF840134C,ROLL_DOWN_WINDOW
0x83B7E06A,ROLL_UP_WINDOW
0xDDD9A8C2,SMASH_VEHICLE_WINDOW
0x6B8E990D,FIX_VEHICLE_WINDOW
0xCC95C96B,_DETACH_VEHICLE_WINDSCREEN
0xFDA7B6CA,_EJECT_JB700_ROOF
0xE8930226,SET_VEHICLE_LIGHTS
0x24877D84,SET_VEHICLE_ALARM
0x5B451FF7,START_VEHICLE_ALARM
0xF2630A4C,IS_VEHICLE_ALARM_ACTIVATED
0x9AD1FE1E,SET_VEHICLE_INTERIORLIGHT
0x48039D6A,SET_VEHICLE_LIGHT_MULTIPLIER
0x2133977F,ATTACH_VEHICLE_TO_TRAILER
0xB5DBF91D,DETACH_VEHICLE_FROM_TRAILER
0xE142BBCC,IS_VEHICLE_ATTACHED_TO_TRAILER
0xA42EFA6B,SET_VEHICLE_TYRE_FIXED
0x400F9556,SET_VEHICLE_NUMBER_PLATE_TEXT
0xE8522D58,GET_VEHICLE_NUMBER_PLATE_TEXT
0xD24BC1AE,GET_NUMBER_OF_VEHICLE_NUMBER_PLATES
0xA1A1890E,SET_VEHICLE_NUMBER_PLATE_TEXT_INDEX
0x499747B6,GET_VEHICLE_NUMBER_PLATE_TEXT_INDEX
0xD461CA7F,SET_RANDOM_TRAINS
0xD4C2EAFD,CREATE_MISSION_TRAIN
0x68BFDD61,SWITCH_TRAIN_TRACK
0x83DE7ABF,DELETE_ALL_TRAINS
0xDFC35E4D,SET_TRAIN_SPEED
0xB507F51D,SET_TRAIN_CRUISE_SPEED
0xB505BD89,SET_RANDOM_BOATS
0xD9ABB0FF,SET_GARBAGE_TRUCKS
0x5D91D9AC,DOES_VEHICLE_HAVE_STUCK_VEHICLE_CHECK
0x328D601D,GET_VEHICLE_RECORDING_ID
0x91AFEFD9,REQUEST_VEHICLE_RECORDING
0xF52CD7F5,HAS_VEHICLE_RECORDING_BEEN_LOADED
0xD3C05B00,REMOVE_VEHICLE_RECORDING
0x7178558D,GET_POSITION_OF_VEHICLE_RECORDING_AT_TIME
0xD96DEC68,GET_ROTATION_OF_VEHICLE_RECORDING_AT_TIME
0x7116785E,GET_TOTAL_DURATION_OF_VEHICLE_RECORDING_ID
0x5B35EEB7,GET_TOTAL_DURATION_OF_VEHICLE_RECORDING
0x7DCD644C,GET_POSITION_IN_RECORDING
0xF8C3E4A2,GET_TIME_POSITION_IN_RECORDING
0xCF614CA8,START_PLAYBACK_RECORDED_VEHICLE
0x4E721AD2,START_PLAYBACK_RECORDED_VEHICLE_WITH_FLAGS
0xAE99C57C,STOP_PLAYBACK_RECORDED_VEHICLE
0xCCF54912,PAUSE_PLAYBACK_RECORDED_VEHICLE
0x59060F75,UNPAUSE_PLAYBACK_RECORDED_VEHICLE
0x61F7650D,IS_PLAYBACK_GOING_ON_FOR_VEHICLE
0x63022C58,IS_PLAYBACK_USING_AI_GOING_ON_FOR_VEHICLE
0xA3F44390,GET_CURRENT_PLAYBACK_FOR_VEHICLE
0x8DEA18C8,SKIP_TO_END_AND_STOP_PLAYBACK_RECORDED_VEHICLE
0x684E26E4,SET_PLAYBACK_SPEED
0x8DE8E24E,START_PLAYBACK_RECORDED_VEHICLE_USING_AI
0xCF3EFA4B,SKIP_TIME_IN_PLAYBACK_RECORDED_VEHICLE
0xB536CCD7,SET_PLAYBACK_TO_USE_AI
0x0C8ABAA4,SET_PLAYBACK_TO_USE_AI_TRY_TO_REVERT_BACK_LATER
0xA85207B5,EXPLODE_VEHICLE_IN_CUTSCENE
0xC8B789AD,ADD_VEHICLE_STUCK_CHECK_WITH_WARP
